SPDES_Permit,Zip_Code,Facility_name,plant_type,Ground_Surface,Avg_DH_Flow
NY0239780,12901,PLATTSBURGH TOWN GARAGE AND OFFICE,Industrial,Ground,0
NY0239844,12928,CROWN POINT SD #1 WWTF,Municipal,Surface,0.06
NY0240001,12936,HAMLET OF ESSEX WATER FILTRATION PLANT,Industrial,Surface,
NY0240168,12972,PERU WATER FILTRATION PLANT,Industrial,Surface,0.01
NY0240401,12534,COLUMBIA COUNTY COMMERCE CENTER,Municipal,Surface,0.05
NY0240516,12010,AMSTERDAM OIL HEAT,Industrial,Surface,0.01
NY0240672,12534,HUDSON BULK PLANT,Industrial,Surface,0
NY0240770,12120,SEWAGE SYSTEM HAMLET OF RENSSELAERVILLE,Municipal,Ground,0.02
NY0241075,12442,HUNTER - V WASTEWATER TREATMENT PLANT,Municipal,Surface,0.33
NY0241547,12083,COUNTRY SQUARE LAUNDROMAT,Industrial,Surface,0.01
NY0241555,12037,BERKSHIRE MAINTENANCE FACILITY,Industrial,Surface,0
NY0241563,12414,CATSKILL MAINTENANCE FACILITY,Industrial,Surface,0
NY0241652,,CAPITAL DISTRICT SALT STORAGE,Industrial,Surface,
NY0241709,12090,DAILEY - HOOSICK QUARRY,Industrial,Surface,0.6
NY0241733,12144,ARG TRUCKING,Industrial,Surface,0.01
NY0242012,12063,TOWN OF SCHODACK SEWER DIST NO 5,Municipal,Surface,0.01
NY0242101,12143,COEYMANS SANITARY LANDFILL,Industrial,Surface,0
NY0242209,12513,VALLEY OIL BULK TERMINAL-CLAVERACK,Industrial,Surface,
NY0242225,12043,SUNY COBLESKILL AG & TECH COLLEGE,Industrial,Surface,0.12
NY0242250,12302,J H BUHRMASTER-SCOTIA FACILITY,Industrial,Ground,0.03
NY0242462,12144,WALTER PRATT & SONS INC,Industrial,Surface,0
NY0242586,12144,RENSSELAER COGEN FACILITY,Industrial,Surface,
NY0242659,12056,DUANESBURG D O T RT 7,Industrial,Surface,0
NY0242730,,VOGTLI PLANT,Industrial,Surface,0.01
NY0242748,14034,TOWN OF COLLINS HIGHWAY GARAGE,Industrial,Surface,0
NY0242772,14202,GULL LANDING HOME OWNERS ASSOC,Industrial,Surface,0
NY0242845,14753,QUINN ROAD AREA OIL FIELD,Industrial,Surface,0
NY0242896,14536,ALLEGANY GENERATING STATION,Industrial,Surface,
NY0242951,14719,CHESTER-JENSEN COMPANY,Industrial,Surface,0
NY0243086,14086,UNITED SILICONE INC,Industrial,Surface,0
NY0243281,14304,NIAGARA FALLS NEW WTP - PASNY SITE,Industrial,Surface,
NY0243469,14150,TONAWANDA TERMINAL,Industrial,Surface,0.01
NY0243493,14055,KISSING BRIDGE SEWER DISTRICT #2,Municipal,Surface,0.02
NY0243531,,NICHOLS RUN OIL FIELD,Industrial,Surface,0
NY0243566,14715,WHEELER LEASE,Industrial,Surface,0
NY0243621,14127,ITT ENIDINE INC,Industrial,Surface,0.01
NY0243698,14107,MODERN LANDFILL INC,Industrial,Surface,
NY0243752,14221,CJ KRANTZ INC ORGANIC RECYCLING CENTER,Industrial,Ground,0.75
NY0243787,,PENN-YORK GAS STORAGE FIELD,Industrial,Ground,
NY0243876,14219,LACKAWANNA PLANT- REPUBLIC STEEL,Industrial,Surface,
NY0243931,13069,FULTON MUNICIPAL WATER TREATMENT FACILITY,Industrial,Surface,1
NY0243992,13126,OSWEGO CO HIGHWAY MAINTENANCE AT SCRIBA,Industrial,Surface,0
NY0244074,13212,SYRACUSE HANCOCK INTERNATIONAL AIRPORT,Industrial,Surface,
NY0244139,,SUPERIOR PLUS ENERGY SERVICES - CORTLAND,Industrial,Surface,
NY0244236,13026,MACKENZIE-CHILDS AURORA LLC,Industrial,Both,0.13
NY0244252,13209,AMERICOLD LOGISTICS - SYRACUSE WAREHOUSE,Industrial,Surface,0.01
NY0244261,14850,THERM INC,Industrial,Surface,0.43
NY0244287,13464,SMYRNA (V) WASTEWATER TREATMENT FACILITY,Municipal,Ground,0.02
NY0244384,13754,SUPERIOR PLUS ENERGY SERVICES - DEPOSIT,Industrial,Surface,
NY0244546,13166,WEEDSPORT MAINTENANCE FACILITY,Industrial,Surface,0
NY0244597,13827,LOCKHEED MARTIN - IBM OWEGO,Industrial,Surface,
NY0244660,13815,CANASAWACTA COUNTRY CLUB,Industrial,Surface,
NY0244741,14850,CORNELL UNIVERSITY LAKE SOURCE COOLING FACILITY,Industrial,Surface,
NY0244805,13045,CORTLAND ASPHALT PRODUCTS,Industrial,Surface,
NY0244813,13057,PRODUCTION PRODUCTS COMPANY,Industrial,Surface,
NY0244848,13209,LORD & TAYLOR DEPT STORE @ CAROUSEL MALL,Industrial,Surface,0.01
NY0244872,13021,TESSY PLASTICS CORP,Industrial,Surface,
NY0244937,,NYSDOT REGION 9 MAINTENANANCE SUBHQ,Industrial,Surface,0
NY0244970,,NYS DOT LAFAYETTE SUBHEADQUARTERS,Industrial,Surface,0
NY0245038,,NYSDOT MAPLEVIEW SUBHEADQUARTERS,Industrial,Surface,0
NY0245046,13101,POLKVILLE CRUSHED STONE,Industrial,Surface,
NY0245062,13076,FORT BREWERTON SD WWTP,Municipal,Surface,0.12
NY0245089,14760,INDECK OLEAN ENERGY CENTER,Industrial,Surface,
NY0245097,13357,REMINGTON STEAM PLANT,Industrial,Surface,
NY0245526,14830,CORNING INC CORPORATE HEADQUARTERS,Industrial,Surface,2.16
NY0245623,13165,JUNIUS-T FL OUTLET CENTER WWTP,Municipal,Surface,0.05
NY0245739,14826,COHOCTON ELEM SCH & BUS GARAGE,Industrial,Surface,0
NY0245780,,NYS DOT REGION 4 BRIDGE CREW FACILITY,Industrial,Surface,0
NY0245801,,NYS DOT REGION 6 RESIDENT ENGINEER HDQTR,Industrial,Surface,0
NY0245879,14462,HAMPTON CORNERS MINE,Industrial,Surface,
NY0245968,14466,HEMLOCK OPERATIONS CENTER/MAINT GARAGE,Industrial,Surface,0
NY0246034,14469,TURNBULL MFG CO INC,Industrial,Surface,
NY0246042,14502,PLIANT LLC (DBA BERRY PLASTICS CORPORATION),Industrial,Surface,0
NY0246077,14036,FLYING J TRAVEL PLAZA #693,Industrial,Surface,0.03
NY0246107,,PENN YAN - V WATER TREATMENT PLANT,Industrial,Surface,
NY0246441,14855,RESIDENT ENGINEERS SUBHEADQUARTERS,Industrial,Surface,0
NY0246450,14560,SPRINGWATER-T WWTP,Municipal,Surface,0.04
NY0246468,14468,REGION 4 MAINTAINENCE SUBHDQTRS,Industrial,Surface,0
NY0246492,14527,SILGAN PLASTICS CORPORATION,Industrial,Surface,0.18
NY0246506,14830,WORLD KITCHEN LLC - PRESSWARE PLANT,Industrial,Surface,
NY0246743,14905,ELMIRA WATER BOARD FILTRATION PLANT,Industrial,Surface,0.16
NY0246778,13165,WATERLOO-V WATER TREATMENT PLANT,Industrial,Surface,0.16
NY0246832,14451,SODUS-V LAKE WATER TREATMENT PLANT,Industrial,Surface,0.03
NY0246859,14416,7-ELEVEN #35087,Industrial,Surface,0
NY0246905,14441,NAVAL UNDERSEA WARFARE CTR DIV OSO,Industrial,Surface,0
NY0246930,13143,RED CREEK REGIONAL WWTP,Municipal,Surface,0.5
NY0246948,,CHEMUNG CO ELMIRA SWR DIST BAKER RD WWTF,Municipal,Surface,0.02
NY0246972,14541,SEWER COUNTY SEWER DISTRICT #2 (5 PTS CORRECTIONAL WRRF),Industrial,Surface,0.66
NY0246999,14885,TROUPSBURG WWTP,Municipal,Surface,0.04
NY0247103,14432,CLIFTON SPRINGS HOSPITAL & CLINIC,Industrial,Surface,
NY0247138,14837,GLENORA WINE CELLARS,Industrial,Ground,
NY0247197,,PAVILION (HAMLET) SANITARY SEWAGE DISPOSAL SYSTEM,Municipal,Surface,0.08
NY0247201,14519,HARBEC PLASTICS INC,Industrial,Ground,
NY0247227,14545,GROVELAND STATION STP,Municipal,Surface,0.06
NY0247251,14855,JASPER-T WWTP,Municipal,Surface,0.04
NY0247286,14608,CORN HILL LANDING,Industrial,Surface,
NY0247308,,PCORE ELECTRIC COMPANY INC,Industrial,Surface,
NY0247367,,MCWA WEBSTER WTP AND LAKE WATER PUMP STATION,Industrial,Surface,
NY0247731,10941,CHROMALLOY MIDDLETOWN,Industrial,Surface,0.01
NY0247782,12549,MONTGOMERY-T STP DIST # 1,Municipal,Surface,0.15
NY0247901,12789,FALLSBURG TERMINALS,Industrial,Surface,
NY0247944,12734,LA BELLE FARM,Industrial,Ground,0
NY0248002,10509,LAKELAND MERIT ARMSTRONG INC,Industrial,Surface,
NY0248029,12771,ORANGE COUNTY TERMINALS,Industrial,Surface,
NY0248169,,WOODLAND SCHOOLS & BUS GARAGE,Industrial,Surface,0.05
NY0248185,12561,MORIELLO POOL,Industrial,Surface,0
NY0248258,10931,RAMAPO VALLEY WELL FIELD,Industrial,Surface,
NY0248282,12510,RED WING SAND & GRAVEL - BILLINGS MINE SITE,Industrial,Surface,0
NY0248304,12501,GEORGE M TAYLOR & SON,Industrial,Surface,
NY0248339,12489,HERITAGENERGY INC,Industrial,Surface,
NY0248355,12457,BURKE OIL & HEATING HAWTHORNE TERMINAL,Industrial,Surface,
NY0248363,12583,NORTHWIND FARMS LLC,Industrial,Ground,0
NY0248550,10970,ROCKLAND COUNTY FIRE TRAINING CENTER,Industrial,Surface,0
NY0248614,12601,POUGHKEEPSIE DPW,Industrial,Surface,0.01
NY0248622,12866,CITY OF SARATOGA SPRINGS COMPOSTING FACILITY,Industrial,Ground,0
NY0248657,12866,POMPA BROS QUARRY & MILL,Industrial,Surface,0.13
NY0248720,12885,Warrensburg Sewer District # 1,Municipal,Surface,0.25
NY0248967,12853,NORTH CREEK LAUNDROMAT,Industrial,Ground,0.01
NY0248983,12841,HULETTS LANDING SEWER DISTRICT NO 1,Municipal,Ground,0.03
NY0249050,,WHITEHALL RESERVOIR & WATER TREATMENT WORKS,Industrial,Surface,0.01
NY0249114,12095,KECKS CENTER CREEK WATER TREATMENT PLANT,Industrial,Surface,0.01
NY0249441,13755,DOWNSVILLE FIRE DISTRICT,Industrial,Surface,0
NY0249483,13856,TOWN HIGHWAY GARAGE,Industrial,Surface,
NY0249521,13755,DOWNSVILLE MAINTENANCE SHOP,Industrial,Surface,0
NY0249581,12187,COBLESKILL-RICHMONDVILLE CENTRAL HIGH,Industrial,Surface,0
NY0249688,13335,AQUA VALLEY SPRING WATER INC,Industrial,Ground,0
NY0249700,13754,DEPOSIT MAINTENANCE PATROL,Industrial,Surface,0
NY0249718,12157,MASICK PIT,Industrial,Surface,0.01
NY0249726,13755,DOWNSVILLE MAINTENANCE PATROL,Industrial,Surface,0
NY0249751,12157,FOX CREEK PUMP STATION - SCHOHARIE WATER SUPPLY,Industrial,Surface,0.01
NY0249785,13459,MAINTENANCE SUBHEADQUATERS,Industrial,Surface,0
NY0250031,12510,RYAN OIL INC TERMINAL,Industrial,Surface,
NY0250406,12401,KINGSTON PT TERMINAL,Industrial,Surface,
NY0250414,10511,INDIAN POINT 2 LLC AND INDIAN POINT 3 LLC,Industrial,Surface,2800.74
NY0250457,12550,STEWART AIR NATIONAL GUARD BASE,Industrial,Surface,
NY0250520,10950,V/KIRYAS JOEL WWTP,Municipal,Surface,0.01
NY0250643,12590,DONOVAN FIVE BMAC,Industrial,Ground,0
NY0250678,12524,SPLASH DOWN PARK,Industrial,Ground,0
NY0250929,10704,DUNWOODIE CENTRAL SUBSTATION,Industrial,Surface,
NY0251038,,KINGSTON MAINTENANCE FACILITY,Industrial,Surface,0
NY0251046,12601,ASHBY FUEL OIL,Industrial,Surface,
NY0251267,,NEW PALTZ SCHOOL BUS GARAGE,Industrial,Surface,
NY0251291,10710,SPRAIN BROOK CENTRAL SUBSTATION,Industrial,Surface,
NY0251305,12481,ASHOKAN RESERVOIR,Industrial,Both,0
NY0251453,10541,SCLAFANI PETROLEUM,Industrial,Surface,
NY0251488,10573,WESTMORE FUEL CO,Industrial,Surface,
NY0251551,10591,EASTVIEW SUBSTATION,Industrial,Surface,
NY0251569,,PLEASANTVILLE CENTRAL SUBSTATION,Industrial,Surface,
NY0251577,11205,BROOKLYN NAVY YARD COGENERATION PLANT,Industrial,Surface,
NY0251739,12025,VILLAGE OF BROADALBIN WWTF,Municipal,Surface,0.15
NY0251852,12804,QUEENSBURY WATER TREATMENT PLANT,Industrial,Surface,0
NY0251950,12871,TOWN OF SARATOGA HIGHWAY DEPT GARAGE,Industrial,Ground,0
NY0251968,12834,Essity Professional Hygiene North America- Greenwich Converting,Industrial,Ground,0
NY0251976,12065,BOYACK ROAD WATER TREATMENT PLANT,Industrial,Surface,0.2
NY0251984,12834,NYSDOT MAINTENANCE SUBHEADQUARTERS - GREENWICH,Industrial,Ground,0
NY0251992,12887,NYSDOT MAINTENANCE SUBHEADQUARTERS - WHITEHALL,Industrial,Surface,0
NY0252026,12817,NORTH WARREN CENTRAL SCHOOL,Industrial,Surface,0
NY0252034,12027,BURNT HILLS FIRE STATION,Industrial,Both,0
NY0252042,12117,VILLAGE OF MAYFIELD WWTP,Municipal,Surface,0.12
NY0252051,12827,AMERICAN ROCK SALT CO SALT STORAGE,Industrial,Surface,0.03
NY0252069,12803,NYSDOT MAINTENANCE SUBHEADQUARTERS,Industrial,Surface,0
NY0252093,12834,HANNAFORD SUPERMARKET #8333,Industrial,Ground,0
NY0252344,11952,OSPREY DOMINION VINEYARD & WINERY,Industrial,Ground,0
NY0252468,11958,LENZ WINERY,Industrial,Ground,0
NY0252808,11935,BEDELL CELLARS PROPERTY,Industrial,Ground,
NY0252816,11948,LAUREL LAKE VINEYARD LTD PROPERTY,Industrial,Ground,0
NY0252824,11767,SUFFOLK COUNTY SEWER DISTRICT #4,Municipal,Ground,
NY0252948,11932,CHANNING DAUGHTERS WINERY,Industrial,Ground,0
NY0253251,11935,PECONIC BAY WINERY,Industrial,Ground,0
NY0253324,11788,DEPCO INC,Industrial,Ground,
NY0253413,11971,PELLEGRINI VINEYARDS,Industrial,Ground,
NY0255700,12953,RESIDENT ENGINEER HEADQUARTERS - MALONE,Industrial,Ground,0
NY0255726,12915,BRAINARDSVILLE S. D. #1 WWTP,Municipal,Surface,0.03
NY0255734,12933,CLINTON CO - ELLENBURG GARAGE,Industrial,Ground,0.01
NY0255751,12901,CADYVILLE WASTEWATER TREATMENT PLANT,Municipal,Surface,0.01
NY0255769,12932,NYSDOT ELIZABETHTOWN FACILITY,Industrial,Ground,0
NY0255785,12928,NYSDOT MAINTENANCE SUBHEADQUARTERS - CROWN POINT,Industrial,Surface,0
NY0255831,12901,MAINTENANCE FACILITY,Industrial,Ground,0
NY0255858,12980,ST REGIS FALLS WWTP,Municipal,Surface,0.12
NY0255874,12945,BIONIQUE TESTING LABORATORIES,Industrial,Ground,
NY0255882,12986,WAWBEEK MAINTENANCE SUBHEADQUARTERS,Industrial,Ground,0
NY0255939,12870,SEVERANCE SUB-RESIDENCY,Industrial,Ground,0
NY0255963,12944,CHESTERFIELD WATER SUPPLY SYSTEM,Industrial,Surface,0.1
NY0255971,12921,CHAZY WASTEWATER TREATMENT FACILITY,Municipal,Surface,0.08
NY0255980,12974,PORT HENRY WATER SYSTEM,Industrial,Surface,0
NY0255998,12997,WILMINGTON WATER FILTRATION PLT & RESERVOIR,Industrial,Surface,0
NY0256072,12942,TOWN OF KEENE HIGHWAY GARAGE,Industrial,Ground,0
NY0256081,12956,TOWN OF MORIAH WATER DISTRICTS #1 AND #2,Industrial,Surface,0
NY0256145,12970,BRIGHTON TOWN GARAGE,Industrial,Ground,
NY0256161,12812,BLUE MOUNTAIN LAKE WATER FILTRATION PLANT,Industrial,Surface,0
NY0256188,12985,DON JERRY/X-PLO MAINTENANCE BUILDING,Industrial,Ground,
NY0256218,12901,SUPERIOR PLUS ENERGY SERVICES INC - PLATTSBURGH,Industrial,Surface,0.01
NY0256242,12913,SARANAC LAKE CTL SCHOOL BUS GARAGE,Industrial,Both,
NY0256251,12996,WILLSBORO WATER TREATMENT PLANT,Industrial,Surface,
NY0256285,12921,TOWN OF CHAZY HIGHWAY DEPARTMENT GARAGE,Industrial,Ground,
NY0256307,12901,S PLATTSBURGH FIRE DIST STATION NO 1,Industrial,Ground,
NY0256315,12986,TUPPER LAKE WATER FILTRATION PLANT,Industrial,Surface,
NY0256340,13655,HOGANSBURG RES ENG SUBHEADQUARTERS,Industrial,Ground,
NY0256358,12923,NYSDOT CHURUBUSCO MAINT SUBHEADQUARTERS,Industrial,Ground,
NY0256366,12929,LEDGERS CORNERS MAINT SUBHEADQUARTERS,Industrial,Ground,
NY0256374,12945,LAKE CLEAR MAINTENANCE SUBHEADQUARTERS,Industrial,Ground,
NY0256382,12944,NYSDOT KEESEVILLE MAINTENANCE SUBHEADQUARTERS,Industrial,Ground,
NY0256412,12958,MOOERS TOWN HIGHWAY GARAGE,Industrial,Ground,
NY0256439,12932,ELIZABETHTOWN COMMUNITY HOSPITAL,Industrial,Ground,
NY0256455,12936,HAMLET OF ESSEX WATER FILTRATION PLANT,Industrial,Surface,
NY0256471,12936,ESSEX SEWER DISTRICT NO 1,Municipal,Surface,0.06
NY0256480,12944,PORT KENT WATER FILTRATION PLANT,Industrial,Surface,
NY0256498,12901,AUTO-BARN COLLISION CENTER INC,Industrial,Surface,
NY0256510,12901,Dick's Customizing & Collision Service,Industrial,Both,
NY0256552,,SCHUYLER FALLS CLOSED LANDFILL,Industrial,Surface,
NY0256579,12935,PHIL'S CHEVROLET INC,Industrial,Surface,0
NY0256609,12919,Village of Champlain Water Treatment Plant,Industrial,Surface,0.1
NY0256668,12901,UMR BOARDS PRODUCTION,Industrial,Surface,0.02
NY0256889,13478,VERONA MAINTENANCE FACILITY,Industrial,Surface,0
NY0257001,13471,TABERG SEWER DISTRICT WASTEWATER TREATMENT FACILITY,Municipal,Surface,0.02
NY0257044,,TOWN OF SCHUYLER HIGHWAY BLDG,Industrial,Surface,0
NY0257061,13441,GRIFFISS INTERNATIONAL AIRPORT,Industrial,Surface,
NY0257109,13413,NEW HARTFORD COMPOST FACILITY,Industrial,Surface,0.44
NY0257125,13361,HANSON - JORDANVILLE QUARRY,Industrial,Surface,
NY0257150,13340,MOHAWK VALLEY SANITARY LANDFILL,Industrial,Surface,0.01
NY0257176,13421,INTERNATIONAL WIRE GROUP SHERRILL OPERATIONS,Industrial,Surface,
NY0257206,13503,FORMER MONARCH CHEMICALS,Industrial,Surface,0.06
NY0257222,13456,HOLMAN CITY ROAD WATER SOFTENING PLANT,Industrial,Surface,
NY0257265,13438,HINCKLEY WASTEWATER TREATMENT FACILITY,Municipal,Surface,0.01
NY0257303,13662,MASSENA PORT OF ENTRY STATION,Industrial,Ground,0
NY0257478,13669,HOOSIER MAGNETICS INC,Industrial,Surface,0.5
NY0257516,13601,JEFFERSON COUNTY HIGHWAY GARAGE,Industrial,Surface,0
NY0257532,13652,HERMON WASTEWATER TREATMENT PLANT,Municipal,Surface,0.06
NY0257541,13662,DOT MAINTENANCE BUILDING,Industrial,Surface,0
NY0257559,13658,HAMLET OF LISBON SEWER DISTRICT STP,Municipal,Surface,0.05
NY0257567,13601,DOT SALT STORAGE BUILDING,Industrial,Surface,0
NY0257575,13606,DOT MAINTENANCE BUILDING,Industrial,Surface,0
NY0257605,13654,LOSURDO FOODS INC,Industrial,Surface,0.49
NY0257613,13680,RENSSELAER FALLS (V) WWTP,Municipal,Surface,0.05
NY0257630,13642,GOUVERNEUR - V WATER FILTRATION PLANT,Industrial,Surface,0.01
NY0257648,12927,NYSDOT MAINTENANCE SUBHEADQUARTERS,Industrial,Surface,0
NY0257656,13650,HENDERSON WATER DISTRICT,Industrial,Surface,0.01
NY0257699,13619,TOWN HIGHWAY GARAGE,Industrial,Surface,0.01
NY0257711,13626,V-COPENHAGEN WWTF,Municipal,Surface,0.11
NY0257737,13368,LYONS FALLS WASTEWATER TREATMENT FACILITY,Municipal,Surface,0.07
NY0257753,13367,HAROLD F WOOLSHLAGER WATER PLANT,Industrial,Both,0.01
NY0257826,13305,"Lydall Performance Materials (US), Inc.",Industrial,Surface,
NY0257851,13622,CHAUMONT WWTP,Municipal,Surface,0.1
NY0257869,13628,CLOSED LANDFILL,Industrial,Surface,
NY0257915,13404,EAST MARTINSBURG PIT,Industrial,Surface,0.01
NY0257923,13615,Neenah Northeast - BROWNVILLE,Industrial,Surface,0.5
NY0257940,13622,LYME BUS FUELING CENTER,Industrial,Surface,0
NY0257974,13368,MAINTENANCE SUBHEADQUARTERS,Industrial,Surface,0
NY0257991,13626,VILLAGE OF COPENHAGEN WATER SUPPLY,Industrial,Surface,0.01
NY0258059,13607,ORLEANS/ALEXANDRIA JOINT WWTP,Municipal,Surface,0.2
NY0258202,14772,TOWN OF RANDOLPH SEWER DISTRICT,Municipal,Surface,0.07
NY0258270,14766,TOWN OF OTTO SD #1 STP,Municipal,Surface,0.03
NY0258318,14741,GERNATT ASPHALT PRODUCTS - BEDROCK GRAVEL PIT,Industrial,Surface,0
NY0258385,14047,ERIE CO STURGEON POINT WATER TRTMNT PLT,Industrial,Surface,0.92
NY0258407,14760,NYS DOT MAINTENANCE SUBHEADQUARTERS,Industrial,Surface,0
NY0258415,14303,OLIN CORPORATION CHLOR-ALKALI PRODUCTS,Industrial,Surface,30
NY0258423,14127,BOSTON VALLEY TERRA COTTA INC,Industrial,Surface,0
NY0258431,14706,CATT CO DPW BARN,Industrial,Surface,
NY0258458,,NYSDOT RESIDENT ENGINEERS HEADQUARTERS,Industrial,Surface,0
NY0258555,14001,FORD GUM & MACHINE COMPANY INC,Industrial,Ground,0.93
NY0258636,14072,FRESENIUS KABI USA LLC,Industrial,Surface,
NY0258644,14001,NOCO ENERGY CORP - AKRON,Industrial,Surface,
NY0258652,14170,AURORA/COLDEN FIRE HALL,Industrial,Surface,0
NY0258679,14304,WHEATFIELD BUSINESS PARK LLC,Industrial,Surface,0.24
NY0258741,14536,FILLMORE GREENHOUSES INC,Industrial,Ground,
NY0258890,14760,CITY OF OLEAN WATER SUPPLY SYSTEM,Industrial,Surface,
NY0259055,14207,DTE TONAWANDA LLC,Industrial,Surface,
NY0259098,14150,SNYDER INDUSTRIES,Industrial,Surface,0
NY0259110,14737,FARMERSVILLE SUB HEADQUARTERS,Industrial,Surface,0
NY0259128,14725,CONEWANGO SUB HEADQUARTERS,Industrial,Surface,0
NY0259179,14722,CHAUTAUQUA UTILITY DIST WTP,Industrial,,
NY0259217,14806,OLD STATE HIGHWAY BARN,Industrial,Surface,0
NY0259446,12754,LILY POND FILTRATION SYSTEM,Industrial,Surface,
NY0259462,,WAWAYANDA TOWN GARAGE,Industrial,Surface,0
NY0259497,,MONSEY TRAILS BUS COMPANY,Industrial,Surface,0
NY0259551,12603,PRESTIGE AUTOBODY,Industrial,Ground,0
NY0259616,12412,LUCKY PETROLEUM,Industrial,Ground,0
NY0259659,,WASSAIC MAINTENANCE SUB HEADQUARTERS,Industrial,Surface,0
NY0259667,12543,MAYBROOK MAINTENANCE SUB-HEADQUARTERS,Industrial,Surface,0
NY0259756,,POCANTICO WATER DISTRICT NO 1,Industrial,Surface,0.06
NY0259764,12514,CLINTON CORNERS MAINTENANCE FACILITY,Industrial,Surface,0
NY0259772,10994,EXIT 7 PALISADES PKY MAINTENANCE FAC,Industrial,Surface,0
NY0259811,10541,HIGHWAY DEPT MAINTENANCE GARAGE,Industrial,Surface,
NY0259829,12547,MILTON WASTEWATER TREATMENT FAC,Municipal,Surface,0.06
NY0259900,10920,ANKA TOOL & DIE CO,Industrial,Surface,0.01
NY0259942,12701,SULLIVAN COUNTY LANDFILL,Industrial,Surface,
NY0259993,10962,U & A CONSTRUCTION CORP,Industrial,Surface,
NY0260053,12754,HWY MAINTENANCE SUBHQTRS,Industrial,Surface,0
NY0260100,12750,DOT REG 9 MAINTENANCE SUBHDQTRS,Industrial,Surface,0
NY0260126,,WASSAIC YARD & STATION,Industrial,Surface,
NY0260134,12401,TECH CITY,Industrial,Surface,
NY0260142,10987,V-TUXEDO PARK WATER FILTRATION FACILITY,Industrial,Surface,0.02
NY0260185,,EASTVIEW MAINTENANCE FACILITY,Industrial,Surface,0
NY0260193,,WHITE PLAINS MAINTENANCE FACILITY,Industrial,Surface,0
NY0260266,,V/CORNWALL WTP,Industrial,Surface,0.1
NY0260291,,HIGHWAY DEPT GARAGE,Industrial,Surface,0
NY0260312,,CITY OF MOUNT VERNON DPW GARAGE,Industrial,Surface,
NY0260347,10987,SOS FUEL COMPANY,Industrial,Surface,
NY0260355,12734,"COUNTY PETROLEUM PRODUCTS, INC.",Industrial,Surface,
NY0260428,12303,NYS DOT MAINTENANCE HEADQUARTERS,Industrial,Surface,0
NY0260479,12526,GERMANTOWN WWTP,Municipal,Surface,0.1
NY0260495,12302,EAST GLENVILLE FIRE STATION,Industrial,Surface,0
NY0260509,,BREWERY OMMEGANG,Industrial,Both,0.04
NY0260525,12303,SI GROUP INC CONGRESS,Industrial,Surface,
NY0260584,12430,VLY MOUNTAIN SPRING WATER CO,Industrial,Ground,
NY0260690,12037,CHATHAM DOT MAINTENANCE SUBHEADQUARTERS,Industrial,Surface,0
NY0260720,13317,NYSDOT MAINT SUBHEADQUARTERS RT 5S,Industrial,Surface,0
NY0260738,12202,PORT TERMINAL LTD,Industrial,Surface,
NY0260819,12413,CAIRO WWTP,Municipal,Surface,0.09
NY0260827,,TACONIC HILLS CENTRAL SCHOOL,Industrial,Both,0.03
NY0260835,,FLUOROTECHNIQUES MEMBRANE PRODUCTS,Industrial,Ground,0
NY0260843,12180,ROCK SALT STORAGE FACILITY - TROY,Industrial,Surface,
NY0260860,12067,ALBANY ASU,Industrial,Surface,
NY0260894,12192,NYS DOT-COXSACKIE MAINTENANCE FACILITY,Industrial,Surface,0
NY0260959,12565,NOVAPAK CORP,Industrial,Ground,0
NY0261009,12015,ATHENS GENERATING PLANT,Industrial,Surface,1.8
NY0261025,12082,GRAFTON QUARRY,Industrial,Surface,
NY0261033,13428,CANAJOHARIE-V- WATER FILTRATION PLANT,Industrial,Surface,
NY0261076,12058,POTIC RESERVOIR WTP,Industrial,Surface,0.25
NY0261203,12136,OLD CHATHAM SHEEPHERDING COMPANY,Industrial,Ground,0
NY0261271,12056,DUANESBURG SEWER DIST 1 STP,Municipal,Surface,0.1
NY0261289,13740,BOVINA WATER DISTRICT NO 1,Industrial,Ground,0.01
NY0261360,12185,VALLEY FALLS WWTP,Municipal,Surface,0.06
NY0261386,,GREENVILLE PACKING CO INC,Industrial,Ground,0
NY0261475,,STEVE'S CAR WASH,Industrial,Ground,
NY0261521,12430,FLEISCHMANNS WWTP,Municipal,Surface,0.16
NY0261629,13088,ELECTRONICS PARK REMAINDER PARCELS,Industrial,Surface,
NY0261637,13215,HOWLETT HILL FIRE STATION,Industrial,Surface,0
NY0261661,13163,MADISON COUNTY HWY GARAGE AT WAMPSVILLE,Industrial,Surface,
NY0261734,13142,FULTON BOILER WORKS,Industrial,Surface,0
NY0261742,13408,MORRISVILLE VILLAGE WASTEWATER TP,Municipal,Surface,0.18
NY0261777,13153,TESSY PLASTICS CORP,Industrial,Surface,
NY0261785,13078,ONONDAGA COUNTY DOT FACILITY  AT JAMESVILLE,Industrial,Surface,
NY0261858,13021,ONONDAGA COACH CORPORATION,Industrial,Surface,
NY0261874,13126,CHAMPLAIN VALLEY SPECIALTY OF NEW YORK INC,Industrial,Ground,
NY0261912,13088,PILOT TRAVEL CENTERS LLC #380,Industrial,Surface,
NY0261947,13206,METALICO ALUMINUM RECOVERY INC,Industrial,Surface,
NY0261998,13035,CAZENOVIA (T) HIGHWAY GARAGE,Industrial,Surface,
NY0262005,13035,Knowles Cazenovia,Industrial,Surface,
NY0262048,13108,MARCELLUS MAINTENANCE FACILITY,Industrial,Surface,
